"Date","Time","Group","Distance along tape","Zone","Longitude","Latitude","Dune position","Litter cover","Number active burrows","Number inactive burrows","Number burrows >2cm across","Total number burrows","Ratio active burrows","Ratio >2cm across burrows","Number of trees","Number of ground plants","Living ground cover","Angular Pigface","Coast Headland Pea","Beach Morning Glory","Beach Primrose","Beach Sawthistle","Beach Couch","Beach Spinifex","Blady Grass","Blue Flax Lily","Coastal Jack Bean","Coastal Lovegrass","Devils Twine","Dune Oxalis","Emilia","Everlasting Daisy","Hillside Burrgrass","Marine Couch","Mossman River Grass","Native Cobblers Pegs","Scented Fan Flower","Snake Vine","Tape Vine","Yellow Beach Bean","Coastal Banksia","Red Ash","Coastal Canthium","Native Cherry","Coastal Screw Pine","Coastal Wattle","Coastal She oak","Black Wattle","Twiggy Homoranthus","Mangrove Boobialla","Week","Group color"
"2/07/2015","10:21:40 AM","green ncv",80,"60-80m",NA,NA,"Trough",1,0,1,1,1,0,1,1,3,0.24,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:24:30 AM","green ncv",75,"60-80m",153.0951706,-25.59602345,"Trough",1,0,0,0,0,NA,NA,1,5,0.64,0,0,0,0.35,0,0.05,0,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:26:20 AM","green ncv",70,"60-80m",153.09522194,-25.59602268,"Trough",1,0,0,0,0,NA,NA,1,4,0.37,0,0,0,0.2,0,0.08,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","8:40:19 AM","green mcv",100,"80m-100m",153.095875,-25.59624656,"Upslope",0.002,2,0,0,2,1,0,0,1,0.13,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","9:02:48 AM","green mcv",0,"0-20m",153.09588368,-25.59615079,"Trough",0.01,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","9:09:02 AM","green mcv",5,"0-20m",153.09584568,-25.59618692,"Crest",0.0014,2,1,0,3,0.666666666666667,0,0,1,0.24,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","9:15:06 AM","green mcv",10,"0-20m",153.09580265,-25.59614597,"Downslope",0.01,1,1,0,2,0.5,0,0,1,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","9:20:28 AM","green mcv",15,"0-20m",153.09575187,-25.596145,"Upslope",1e-04,2,1,0,3,0.666666666666667,0,0,1,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","9:23:42 AM","green mcv",20,"0-20m",153.09570949,-25.59612879,"Upslope",0.01,2,2,0,4,0.5,0,1,1,0.15,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","9:31:45 AM","green mcv",25,"20-40m",153.09563102,-25.59612107,"Crest",0.1,1,1,0,2,0.5,0,1,1,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","9:35:18 AM","green mcv",30,"20-40m",153.09560666,-25.59608336,"Downslope",0.4,1,1,0,2,0.5,0,1,2,0.085,0,0,0,0,0,0.065,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","9:40:32 AM","green mcv",35,"20-40m",153.09555168,-25.59611458,"Upslope",0.55,0,2,1,2,0,0.5,1,1,0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","9:52:36 AM","green mcv",40,"20-40m",153.09551978,-25.59608354,"Upslope",0.48,0,0,0,0,NA,NA,1,2,0.52,0,0,0,0,0,0.47,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:07:26 AM","green mcv",45,"40-60m",153.09544163,-25.59608749,"Crest",0.75,0,3,0,3,0,0,0,1,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Week 2","green"
"2/07/2015","10:10:25 AM","green mcv",50,"40-60m",153.09541646,-25.59610146,"Trough",0.05,0,0,0,0,NA,NA,1,2,0.95,0,0,0,0,0,0.92,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:13:44 AM","green mcv",55,"40-60m",153.09537937,-25.59607882,"Trough",0.1,0,0,0,0,NA,NA,2,3,0.9,0,0,0,0,0,0.73,0,0,0.16,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:17:44 AM","green mcv",60,"40-60m",153.09531841,-25.59607862,"Trough",0.13,0,0,0,0,NA,NA,1,2,0.87,0,0,0,0,0,0.62,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Week 2","green"
"2/07/2015","10:20:48 AM","green mcv",65,"60-80m",153.09525012,-25.59601842,"Trough",0.48,0,0,0,0,NA,NA,1,5,0.41,0,0,0,0.02,0,0.08,0,0,0.2,0,0.08,0,0,0,0,0,0,0,0,0,0,0.03,0,1,0,0,0,0,0,0,0,0,0,"Week 2","green"
