"Date","Time","group","Transect","Zone","Points within Zone","distance on tape","Latitude","Longitude","quarter","species","Distance from point (m)","Height (m)","Circumference (cm)","point location note"
"29/06/2015","10:02:06 AM","ahlia","","","","","","","","","","","",""
"29/06/2015","10:02:11 AM","ahlia","","","","","-25.4485674","152.98973324","","","","","",""
"29/06/2015","10:04:01 AM","ahlia","Landward-Creek","0-20m","Point 1","66","-25.44856186","152.98973078","","","","","",""
"29/06/2015","10:04:56 AM","ahlia","Landward-Creek","0-20m","Point 1","0","-25.44856167","152.989731","","","","","",""
"29/06/2015","10:06:00 AM","ahlia","Landward-Creek","0-20m","Point 1","4.8","-25.44855398","152.98975045","","","","","",""
"29/06/2015","10:07:36 AM","ahlia","Landward-Creek","0-20m","Point 1","4.8","-25.44855394","152.98975036","quarter 1","Ceriops australis","6.6","1","39",""
"29/06/2015","10:08:28 AM","ahlia","","","","","","","","","","","",""
"29/06/2015","10:08:42 AM","ahlia","Landward-Creek","0-20m","Point 1","4.8","-25.44855373","152.98975096","","","","","",""
"29/06/2015","10:09:21 AM","ahlia","Landward-Creek","0-20m","Point 1","4.8","","","quarter 3","Ceriops australis","0.5","0.6","7.5",""
"29/06/2015","10:09:47 AM","ahlia","Landward-Creek","0-20m","Point 1","4.8","","","quarter 4","Ceriops australis","0.3","0.5","8",""
"29/06/2015","10:11:21 AM","ahlia","Landward-Creek","20-40m","Point 2","27.5","-25.4484161","152.98959011","to next Transect point","","","","",""
"29/06/2015","10:11:56 AM","ahlia","Landward-Creek","20-40m","Point 2","27.5","","","quarter 1","Ceriops australis","0.6","0.8","14",""
"29/06/2015","10:12:58 AM","ahlia","Landward-Creek","20-40m","Point 2","27.5","","","quarter 2","Ceriops australis","1.9","0.3","18",""
"29/06/2015","10:13:56 AM","ahlia","Landward-Creek","20-40m","Point 2","27.5","","","quarter 3","Avicennia marina","0.8","0.6","21",""
"29/06/2015","10:14:23 AM","ahlia","Landward-Creek","20-40m","Point 2","27.5","","","quarter 4","Osbornia octodonta","0.8","0.6","7",""
"29/06/2015","10:14:57 AM","ahlia","Landward-Creek","20-40m","Point 3","33.3","-25.44838536","152.9895653","to next Transect point","","","","",""
"29/06/2015","10:15:26 AM","ahlia","Landward-Creek","20-40m","Point 3","33.3","","","quarter 1","Ceriops australis","1","0.6","18",""
"29/06/2015","10:16:01 AM","ahlia","Landward-Creek","20-40m","Point 3","33.3","","","quarter 2","Ceriops australis","0.8","0.8","27",""
"29/06/2015","10:16:33 AM","ahlia","Landward-Creek","20-40m","Point 3","33.3","","","quarter 3","Osbornia octodonta","1.3","0.5","14",""
"29/06/2015","10:17:07 AM","ahlia","Landward-Creek","20-40m","Point 3","33.3","","","quarter 4","Osbornia octodonta","0.9","0.6","4",""
"29/06/2015","10:18:40 AM","ahlia","Landward-Creek","40-60m","Point 1","54","-25.44824932","152.9893865","to next Transect point","","","","",""
